काउंट कावूर को प्रधानमंत्री किसने नियुक्त किया ?,गारीबाल्डी,चार्ल्स एल्बर्ट,विक्टर इमैनुएल,मेटरनिख,c
इटली के एकीकरण में कवर सबसे बड़ी बाधा किसे मानते हैं ?,फ्रांस,ऑस्ट्रिया,स्पेन,ब्रिटेन,b
क्रीमिया-युद्ध कब हुआ था ?,1851-52,1855-56,1857-58,1853-54,d
नीस एवं सेवाय नामक रियासतें कावूर ने किसे दे दी ?,फ्रांस,ऑस्ट्रिया,जर्मनी,ब्रिटेन,a
कुछ लोग कावूर की आलोचना क्यों करते हैं ?,ऑस्ट्रिया से संधि के लिए,गारीबाल्डी के खिलाफ होने के लिए,समाजवादी विचारों को समर्थन देने के लिए,नीस और सेवाय फ्रांस को दे देने के लिए,d
1859-60 के युद्ध में ऑस्ट्रिया के किसी बड़े राज्य पर अमाउंट का कब्जा हो गया ?,लोम्बार्डी,वेनिस,ओडेसा,रोम,a
किसने 1806 ईस्वी में जर्मन प्रदेशों को जीतकर 'राईन राज्य संघ' का निर्माण किया ?,विक्टर इमैनुएल,नेपोलियन III,गैरीबाल्डी,नेपोलियन बोनापार्ट,d
प्रशा का चांसलर  बिस्मार्क इनमें से किसके विचारों से काफी प्रभावित था ?,हीगेल,मार्क्स,मेजिनी,शार्लमा,a
मार्च 1848 को जर्मन राष्ट्रवादियों ने पुराने संसद की सभा को कहाँ बुलाया ?,फ्रैंकफर्ट,बर्लिन,नीस,वेनेशिया,a
मार्च 1848 फ्रैंकफर्ट में लिए गए निर्णय के अनुसार जर्मन राष्ट्र का नेतृत्व कौन करेगा ?,लुई 18,विलियम I,फ्रेडरिक विलियम,चार्ल्स X,c
