सेडॉन की लड़ाई में किसकी हार हुई ?,ऑस्ट्रिया,प्रशा,फ्रांस,इंग्लैंड,c
19 जून 1870 को फ्रांस ने किसके खिलाफ युद्ध की घोषणा कर दी ?,ऑस्ट्रिया,इंग्लैंड,प्रशा,रूस,c
फ्रैंकफर्ट की संधि कब हुई ?,10 मई 1871,5 अप्रैल 1871,1 जनवरी 1872,15 मार्च 1870,a
जर्मनी का एकीकरण कब संपन्न हुआ ?,1870,1871,1872,1875,b
वर्गहीन समाज के विचार किसके थे ?,मार्क्स,फ्रांसिस डिक,हीगेल,कोसूथ,d
ऑस्ट्रिया ने कब हंगरी की स्वतंत्रता मंत्रिपरिषद की मांग स्वीकार कर ली ?,1846,1848, 1850,1852,b
बोहेमिया की बहुसंख्यक कोन थी ?,ऑस्ट्रियन,बोहेमियन,चेक,स्लाव,c
जैकोबिन क्लब की स्थापना किसने करवाई ?,शिवाजी,राजा राम मोहन राय,टीपू सुलतान,लुई XVI,c
नेपल्स की क्रांति कब हुई ?,1821,1830,1848,1799,a
स्पेनिश स्वतंत्रता आंदोलन सफल कब हुआ ?,1820,1810,1825,1823,d
